GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age
F,Y,N,0,193500,Working,Secondary / secondary special,Married,House / apartment,9.101194925,1,0,0,0,Laborers,2,0,57.08493151
M,N,Y,3,180000,Working,Secondary / secondary special,Married,House / apartment,8.833462721,1,0,0,0,Laborers,5,0,39.27671233
F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,57.02465753
F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,62.81369863
M,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,5.846438775,1,0,1,0,High skill tech staff,2,0,52.60273973
F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Widow,House / apartment,7.288244401,1,0,1,0,Laborers,1,0,54.29863014
F,N,Y,0,139500,Working,Secondary / secondary special,Married,House / apartment,5.056245805,1,0,0,1,Cooking staff,2,0,51.31506849
M,Y,N,2,135000,Working,Secondary / secondary special,Married,With parents,6.329720906,1,0,0,0,Laborers,4,0,45.54794521
M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,8.205491613,1,0,0,0,Drivers,2,0,52.38356164
F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,6.224558429,1,1,1,0,Laborers,2,0,27.6739726
M,Y,Y,0,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,55.64109589
F,N,Y,0,193500,Pensioner,Incomplete higher,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,66.56164384
F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,7.488293515,1,0,0,0,Sales staff,2,0,47.12876712
M,Y,Y,0,337500,Working,Higher education,Married,House / apartment,8.81936971,1,0,0,0,Managers,2,0,49.61643836
F,N,Y,0,157500,Working,Higher education,Single / not married,House / apartment,9.26860928,1,0,0,0,Laborers,1,0,60.91780822
M,Y,N,1,193500,Working,Higher education,Married,House / apartment,8.293799609,1,1,1,0,Laborers,3,0,49.12876712
F,N,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.283999304,1,0,0,0,Core staff,4,0,35.2
F,Y,N,1,315000,Commercial associate,Higher education,Married,House / apartment,7.632885505,1,1,1,1,Laborers,3,0,30.20547945
M,Y,Y,0,180000,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,64.50958904
F,N,N,0,90000,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,12.80831816,1,0,0,0,Laborers,1,0,64.32328767
M,Y,N,0,180000,Working,Higher education,Married,With parents,7.708410667,1,0,1,0,Core staff,2,0,31.95616438
F,N,Y,0,112500,Working,Higher education,Civil marriage,House / apartment,7.094234846,1,0,0,0,Core staff,2,0,35.02191781
M,Y,N,2,157500,Working,Secondary / secondary special,Married,Municipal apartment,7.03438793,1,0,0,0,Cleaning staff,4,0,34.29589041
F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,8.554488976,1,0,0,0,Cleaning staff,2,0,49.86027397
M,Y,N,0,315000,Working,Higher education,Married,House / apartment,8.221478947,1,1,1,0,Managers,2,0,43.35616438
F,Y,Y,0,112500,Working,Secondary / secondary special,Widow,House / apartment,7.875879159,1,0,0,0,Laborers,1,0,53.65479452
F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,63.10958904
M,Y,N,1,99000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,3,0,51.2109589
M,Y,Y,2,900000,Commercial associate,Higher education,Married,House / apartment,6.907755279,1,0,0,0,Managers,4,0,27.09315068
M,Y,N,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,5.062595033,1,0,0,0,Core staff,1,0,26.0739726
F,N,N,1,112500,Commercial associate,Higher education,Married,With parents,8.093156698,1,0,0,0,Core staff,3,0,33.78356164
F,N,N,1,180000,State servant,Higher education,Married,House / apartment,7.824046011,1,1,1,1,Core staff,3,0,38.54520548
F,N,Y,0,141750,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,55.73972603
F,N,Y,0,180000,Working,Higher education,Married,House / apartment,8.37262974,1,0,0,0,Sales staff,2,0,52.62191781
F,N,Y,0,112500,State servant,Secondary / secondary special,Civil marriage,House / apartment,8.704999678,1,0,1,0,Medicine staff,2,0,50.64109589
F,N,Y,1,225000,Working,Secondary / secondary special,Married,With parents,5.135798437,1,0,0,0,Cleaning staff,3,0,27.49315068
F,N,N,0,270000,Working,Incomplete higher,Civil marriage,House / apartment,5.627621114,1,1,0,1,Medicine staff,2,0,24.06575342
M,Y,N,0,202500,Working,Higher education,Married,House / apartment,8.026823576,1,0,0,0,Laborers,2,0,41.59178082
M,Y,Y,0,135000,Working,Secondary / secondary special,Married,Office apartment,9.006631733,1,1,1,0,Drivers,2,0,40.86849315
M,Y,Y,2,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.883446354,1,0,1,0,Laborers,4,0,33.1260274
F,N,Y,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,7.577121931,1,0,0,0,Core staff,2,0,30.43013699
F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,8.604654467,1,0,1,0,Cooking staff,2,0,40.77534247
M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.599401333,1,0,0,0,Laborers,2,0,48.15890411
F,N,Y,0,306000,Commercial associate,Higher education,Married,House / apartment,8.141772205,1,1,1,1,Laborers,2,0,40.81369863
F,N,N,0,148500,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,56.77534247
F,N,N,1,135000,Working,Higher education,Married,House / apartment,7.315883505,1,1,0,0,Core staff,3,0,28.95068493
M,Y,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,7.899524472,1,1,0,0,Drivers,2,0,38.58630137
F,N,Y,1,180000,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,1,0,Laborers,3,0,51.99726027
F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,65.13424658
F,N,Y,0,247500,Commercial associate,Higher education,Single / not married,House / apartment,9.527702599,1,0,0,0,Core staff,1,0,59.00547945
F,N,N,0,112500,Commercial associate,Higher education,Single / not married,With parents,5.424950017,1,0,0,0,Laborers,1,0,24.8
M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,4.882801923,1,0,0,0,Laborers,2,0,47.05753425
F,N,Y,2,103500,Working,Secondary / secondary special,Married,House / apartment,8.798001695,1,1,1,0,Medicine staff,4,0,43.94520548
F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,60.27945205
F,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,7.816416984,1,0,0,0,Laborers,3,0,30.89863014
M,N,N,0,67500,State servant,Secondary / secondary special,Married,House / apartment,7.943782692,1,0,0,0,Laborers,2,0,31.92876712
M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,9.384797754,1,0,1,0,Laborers,2,0,51.37534247
F,Y,N,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,6.981934677,1,0,1,0,Core staff,2,0,54.24931507
F,N,Y,0,292500,Working,Higher education,Married,House / apartment,9.133243322,1,0,0,0,High skill tech staff,2,0,51.40821918
F,Y,Y,0,148500,Commercial associate,Secondary / secondary special,Married,Office apartment,7.730614066,1,0,0,0,Core staff,2,0,46.86849315
F,Y,Y,0,202500,Working,Higher education,Widow,House / apartment,7.311218384,1,0,0,0,Managers,1,0,32.87123288
M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,7.792348924,1,0,0,0,Drivers,2,0,59.40821918
F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,6.716594774,1,0,0,0,Laborers,2,0,29.72876712
M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,7.995980475,1,1,0,0,Low-skill Laborers,3,0,41.68767123
F,N,Y,0,135000,State servant,Incomplete higher,Single / not married,With parents,7.643003636,1,0,1,1,Laborers,1,0,27.04931507
F,N,N,0,261000,Commercial associate,Incomplete higher,Married,House / apartment,6.975413927,1,1,0,0,Laborers,2,0,27.4739726
F,N,Y,1,135000,Working,Higher education,Married,House / apartment,9.008468956,1,1,1,0,High skill tech staff,3,0,42.80547945
F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,6.552507887,1,0,0,0,High skill tech staff,2,0,50.31506849
M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,7.232733136,1,1,0,0,Sales staff,2,0,28.98082192
F,N,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,9.15345251,1,0,0,0,High skill tech staff,1,0,60.2109589
M,Y,Y,0,360000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,38.38356164
F,N,N,2,171000,Working,Secondary / secondary special,Married,House / apartment,7.056175284,1,1,1,0,Core staff,4,0,40.06027397
F,N,N,1,40500,State servant,Secondary / secondary special,Married,Rented apartment,7.576609767,1,0,0,0,Cooking staff,3,0,35.75890411
F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,8.479698987,1,0,1,0,Cleaning staff,2,0,41.47945205
F,N,N,0,306000,Commercial associate,Higher education,Married,House / apartment,7.210818453,1,0,0,0,Managers,2,0,29.33424658
F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,7.028201432,1,0,1,0,Accountants,2,0,58.29041096
F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,6.150602768,1,0,0,0,Laborers,2,0,64
M,Y,N,2,112500,Working,Secondary / secondary special,Married,House / apartment,5.379897354,1,0,1,0,Laborers,4,0,35.87671233
F,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,8.093462275,1,1,1,0,Secretaries,2,0,47.54794521
F,Y,N,0,153000,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,64.8739726
F,Y,N,1,135000,Working,Higher education,Married,Rented apartment,6.333279628,1,0,0,1,Accountants,3,0,30.85479452
F,N,Y,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,56.37534247
F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,58.4
F,N,N,0,90000,Working,Higher education,Separated,House / apartment,7.330405212,1,0,0,0,Core staff,1,0,59.96438356
M,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,7.645875825,1,0,0,0,Core staff,4,0,37.08493151
M,Y,Y,0,247500,State servant,Secondary / secondary special,Civil marriage,House / apartment,7.466799475,1,0,0,0,High skill tech staff,2,0,32.63561644
M,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,63.08767123
F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,6.836259277,1,0,1,1,Laborers,3,0,35.1260274
M,N,Y,2,360000,State servant,Higher education,Married,House / apartment,8.637462024,1,0,1,0,Managers,4,0,43.90958904
M,Y,N,3,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.422971251,1,0,0,0,Managers,5,0,41.81369863
F,N,Y,2,315000,Commercial associate,Higher education,Married,House / apartment,5.123963979,1,0,1,0,Managers,4,0,29.96438356
F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,7.028201432,1,0,1,0,Cleaning staff,2,0,41.19178082
M,N,Y,0,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,63.27123288
F,N,Y,0,166500,Working,Incomplete higher,Married,House / apartment,8.301273485,1,0,0,1,Laborers,2,0,29.57260274
M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,8.510571315,1,1,1,0,Laborers,2,0,43.94520548
M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,8.096208272,1,0,0,0,Medicine staff,2,0,55.6109589
F,N,N,0,135000,Commercial associate,Incomplete higher,Single / not married,House / apartment,5.826000107,1,0,0,0,Accountants,1,0,48.26027397
F,N,N,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,8.984568369,1,0,0,0,High skill tech staff,2,0,41.56164384
F,N,Y,0,193500,Working,Secondary / secondary special,Single / not married,House / apartment,9.17812705,1,0,0,0,Laborers,1,0,50.54520548
M,Y,Y,0,247500,State servant,Secondary / secondary special,Civil marriage,House / apartment,7.466799475,1,0,0,0,High skill tech staff,2,0,32.63561644
F,Y,Y,0,315000,Working,Higher education,Married,House / apartment,6.357842267,1,0,0,1,Laborers,2,0,58.56712329
M,Y,Y,0,405000,Working,Higher education,Married,House / apartment,7.871692664,1,1,1,1,Managers,2,0,28.28219178
F,Y,N,1,405000,Working,Secondary / secondary special,Married,Rented apartment,7.425357887,1,1,1,1,Core staff,3,0,37.83561644
F,N,N,1,90000,Working,Secondary / secondary special,Married,With parents,6.883462586,1,0,0,0,Laborers,3,0,27.64931507
M,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,8.190908881,1,0,0,0,Security staff,4,0,34.21369863
F,Y,Y,0,243000,Working,Secondary / secondary special,Single / not married,House / apartment,7.62900389,1,0,0,0,Sales staff,1,0,40.31780822
M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.597897951,1,0,1,0,High skill tech staff,3,0,43.80273973
M,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,7.35436233,1,0,0,0,Security staff,4,0,43.25479452
M,Y,Y,0,337500,Working,Higher education,Married,House / apartment,8.921857979,1,0,0,0,Laborers,2,0,64.96164384
F,N,N,0,135000,Pensioner,Higher education,Married,Municipal apartment,12.80831816,1,0,0,0,Laborers,2,0,53.97260274
F,N,Y,0,117000,Working,Secondary / secondary special,Married,House / apartment,8.416930769,1,0,0,0,Managers,2,0,47.09315068
F,N,N,0,202500,Working,Secondary / secondary special,Married,With parents,5.828945618,1,1,1,0,Managers,2,0,35.25753425
F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,66.28493151
M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,6.985641818,1,1,0,1,Core staff,2,0,22.88493151
F,N,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,8.796943894,1,0,0,0,Laborers,1,0,46.06575342
F,N,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,7.401841579,1,1,0,0,Core staff,2,0,42.65479452
F,N,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,6.823286122,1,0,1,0,Managers,1,0,39.43561644
F,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.129174997,1,1,1,1,Realty agents,3,0,28.62465753
M,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,8.089789176,1,1,1,0,Laborers,2,0,48.38356164
M,Y,Y,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,8.275885669,1,0,0,0,Managers,3,0,38.72876712
M,Y,N,0,292500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,51.71232877
M,N,N,0,225000,Commercial associate,Higher education,Married,With parents,8.533460164,1,1,0,0,Managers,2,0,35.6739726
F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,8.196987927,1,0,0,0,Core staff,2,0,50.70136986
F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,8.186185994,1,0,1,1,Laborers,1,0,49.67945205
M,Y,N,2,166500,Commercial associate,Higher education,Married,House / apartment,7.089243155,1,0,0,0,Core staff,4,0,33.73150685
M,N,Y,0,445500,Commercial associate,Higher education,Separated,House / apartment,7.811568489,1,0,0,0,Laborers,1,0,52.87123288
F,Y,Y,0,180000,Working,Secondary / secondary special,Widow,House / apartment,8.367300102,1,0,0,0,Sales staff,1,0,42.44931507
F,N,Y,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,56.67945205
F,N,Y,1,315000,State servant,Secondary / secondary special,Civil marriage,House / apartment,7.829630389,1,0,0,1,Core staff,3,0,30.70136986
M,N,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,7.690286021,1,1,1,0,Managers,4,0,33.52876712
F,Y,Y,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,8.873468055,1,0,0,0,Core staff,1,0,41.5369863
F,N,N,2,90000,Working,Secondary / secondary special,Married,House / apartment,4.564348191,1,1,0,0,Laborers,4,0,32.50136986
F,N,Y,0,191399.3262,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,63.58356164
M,Y,Y,1,148500,Working,Secondary / secondary special,Married,House / apartment,8.551787836,1,0,0,0,Laborers,3,0,40.99178082
F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,8.818926087,1,1,1,0,Cleaning staff,2,0,52.08219178
M,Y,Y,0,144000,Commercial associate,Higher education,Married,House / apartment,7.764720545,1,0,1,0,Managers,2,0,52.79452055
M,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,43.94520548
M,N,N,1,360000,Working,Secondary / secondary special,Married,House / apartment,7.975220839,1,1,0,1,Managers,3,0,41.76438356
F,N,N,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,8.111628078,1,1,0,0,Waiters/barmen staff,2,0,31.88767123
M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,8.187577396,1,0,1,0,Managers,2,0,47.50684932
M,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,8.43511508,1,0,0,0,Laborers,4,0,31.40273973
F,N,N,1,292500,Working,Incomplete higher,Married,House / apartment,8.301521655,1,1,1,0,Sales staff,3,0,34.12054795
F,N,N,0,112500,State servant,Secondary / secondary special,Widow,House / apartment,8.56522116,1,1,0,0,Laborers,1,0,52.8630137
F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,8.024207486,1,0,0,0,Medicine staff,1,0,49.14246575
M,Y,N,0,126000,Commercial associate,Incomplete higher,Married,House / apartment,7.974532844,1,0,1,0,Laborers,2,0,28.38082192
M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,7.557472902,1,0,1,0,Laborers,3,0,51.8739726
F,N,Y,0,189000,Pensioner,Incomplete higher,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,59.84931507
M,N,Y,0,337500,Working,Secondary / secondary special,Single / not married,House / apartment,7.14440718,1,0,0,0,High skill tech staff,1,0,45.8
F,N,Y,0,44550,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,62.76986301
F,Y,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,7.135687347,1,0,0,0,Cooking staff,2,0,37.49589041
F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,7.450660796,1,0,1,0,Laborers,3,0,28.69315068
M,N,Y,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,7.748028524,1,0,0,0,Laborers,4,0,39.3369863
F,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,7.325148958,1,0,0,0,Laborers,4,0,34.95890411
M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,8.962391702,1,1,0,0,Laborers,2,0,52.52328767
M,Y,Y,0,301500,Working,Secondary / secondary special,Married,Rented apartment,6.761572769,1,0,0,0,Laborers,2,0,24.68219178
F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,8.904358542,1,1,0,0,Cooking staff,2,0,38.52054795
M,Y,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,7.003974137,1,1,0,0,Laborers,1,0,22.75068493
F,N,N,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,58.94794521
M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,7.710205194,1,0,0,0,Managers,2,0,28.2109589
F,Y,Y,2,315000,Commercial associate,Higher education,Married,With parents,7.190676034,1,0,0,0,Managers,4,0,34.57808219
F,N,Y,0,117000,Working,Secondary / secondary special,Married,House / apartment,5.872117789,1,1,1,0,Laborers,2,0,47.85753425
F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,56.00273973
F,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,7.567345676,1,1,0,0,Laborers,2,0,31.24657534
M,Y,Y,0,189000,Pensioner,Secondary / secondary special,Separated,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,54.82465753
F,N,N,0,202500,Working,Higher education,Civil marriage,House / apartment,8.552367266,1,1,1,0,Core staff,2,0,41.94246575
M,N,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.751905333,1,0,1,1,Laborers,3,0,29.24931507
F,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,6.887552572,1,1,1,0,Core staff,3,0,37.0630137
F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,7.109879463,1,0,0,1,Laborers,3,0,35.16164384
F,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,8.860499168,1,0,0,0,Accountants,2,0,50.58356164
M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.425357887,1,0,0,0,Laborers,2,0,41.23561644
F,N,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,7.725771442,1,0,0,1,Managers,3,0,26.34246575
F,N,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,4.290459441,1,0,0,0,High skill tech staff,4,0,37.71506849
M,N,N,0,180000,Working,Higher education,Married,House / apartment,8.144098463,1,0,0,0,Laborers,2,0,39.29863014
F,N,N,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,7.886457271,1,1,1,0,Core staff,3,0,40.51506849
F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,5.655991811,1,1,0,0,Sales staff,2,0,54.07671233
F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,8.992681751,1,0,0,0,Medicine staff,3,0,48.03287671
F,N,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,6.259581464,1,0,0,0,Laborers,2,0,60.79452055
F,N,Y,0,94500,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,66.58082192
F,N,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,6.259581464,1,0,0,0,Laborers,2,0,60.79452055
M,Y,Y,0,450000,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,64.24931507
M,Y,N,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,6.88550967,1,0,0,0,Managers,2,0,38.38630137
F,N,Y,2,54000,Working,Secondary / secondary special,Married,House / apartment,6.678342115,1,0,0,0,Sales staff,4,0,27.1369863
F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,61.96164384
F,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,7.762596049,1,0,0,0,Sales staff,4,0,29.34246575
F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,7.01571242,1,0,0,0,Laborers,2,0,37.84109589
F,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,8.232174236,1,1,1,0,Sales staff,2,0,55.18356164
M,Y,Y,1,360000,Working,Higher education,Married,House / apartment,7.190676034,1,0,0,0,Drivers,3,0,42.61917808
F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,62.30958904
M,Y,Y,1,292500,Commercial associate,Higher education,Married,House / apartment,8.10832229,1,0,0,0,Laborers,3,0,34.43561644
M,N,N,0,360000,Working,Secondary / secondary special,Civil marriage,House / apartment,8.545780648,1,0,0,0,Laborers,2,0,34.30958904
M,Y,Y,0,225000,Working,Higher education,Single / not married,With parents,6.49677499,1,1,1,0,Laborers,1,0,25.8739726
F,N,Y,1,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.323365694,1,0,0,0,Laborers,3,0,49.69863014
F,N,N,0,135000,Pensioner,Secondary / secondary special,Widow,Municipal apartment,12.80831816,1,0,1,0,Laborers,1,0,64.77534247
F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,7.449498005,1,1,1,0,High skill tech staff,2,0,48.70684932
F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,7.626570206,1,0,1,0,Drivers,1,0,62.70410959
F,Y,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,8.200013648,1,0,0,0,Managers,2,0,58.1260274
M,Y,Y,2,337500,Working,Incomplete higher,Married,House / apartment,7.425357887,1,0,1,0,Laborers,4,0,34.02191781
M,Y,Y,0,225000,Working,Higher education,Married,Rented apartment,6.17586727,1,0,0,0,Sales staff,2,0,29.04657534
F,N,Y,1,108000,Working,Secondary / secondary special,Married,House / apartment,8.434463544,1,0,0,0,Laborers,3,0,43.76164384
M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.817625443,1,0,0,0,Laborers,2,0,48.6630137
F,N,N,0,180000,Working,Incomplete higher,Married,House / apartment,7.551712215,1,0,0,0,Laborers,2,0,53.58356164
F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,6.788971743,1,0,0,0,Laborers,2,0,47.63287671
F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,5.973809612,1,0,0,0,Core staff,3,0,36.89589041
F,Y,N,0,180000,Working,Higher education,Married,With parents,6.914730893,1,1,1,0,Accountants,2,0,31.17808219
F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,9.276876896,1,0,1,0,Laborers,2,0,51.52054795
F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,9.419952789,1,0,1,1,Medicine staff,1,0,53.04931507
F,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,7.452402451,1,0,1,0,Laborers,2,0,54.74520548
F,N,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,8.213110698,1,0,0,0,Core staff,3,0,57.13424658
F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,7.708859601,1,0,0,0,Laborers,2,0,43.94520548
M,Y,N,1,351000,Commercial associate,Secondary / secondary special,Married,House / apartment,9.045347797,1,0,0,0,Private service staff,3,0,44.22739726
M,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.687080156,1,0,1,0,Managers,2,0,29.46849315
F,N,Y,0,189000,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,57.14520548
M,Y,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,7.216709487,1,0,0,0,Laborers,1,0,47.60547945
F,Y,Y,0,144000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,58.64657534
F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,7.53689713,1,0,0,0,Sales staff,2,0,27.29589041
F,N,Y,0,247500,Working,Higher education,Married,House / apartment,8.161375023,1,0,1,0,Core staff,2,0,38.4109589
